candidate_name,pollster,sample_size,end_date,state,pct,recency
Kamala Harris,Siena/NYT,655,2024-08-14,North Carolina,46,64
Donald Trump,Siena/NYT,655,2024-08-14,North Carolina,44,64
Kamala Harris,Siena/NYT,661,2024-08-14,Georgia,44,64
Donald Trump,Siena/NYT,661,2024-08-14,Georgia,51,64
Kamala Harris,Siena/NYT,661,2024-08-14,Georgia,46,64
Donald Trump,Siena/NYT,661,2024-08-14,Georgia,50,64
Kamala Harris,Siena/NYT,661,2024-08-14,Georgia,41,64
Donald Trump,Siena/NYT,661,2024-08-14,Georgia,47,64
Kamala Harris,Siena/NYT,661,2024-08-14,Georgia,44,64
Donald Trump,Siena/NYT,661,2024-08-14,Georgia,47,64
Kamala Harris,RMG Research,540,2024-08-14,Montana,39,64
Donald Trump,RMG Research,540,2024-08-14,Montana,57,64
Kamala Harris,ActiVote,400,2024-08-13,Texas,46.7,65
Donald Trump,ActiVote,400,2024-08-13,Texas,53.3,65
Kamala Harris,American Pulse,538,2024-08-12,Montana,37.8,66
Donald Trump,American Pulse,538,2024-08-12,Montana,51.7,66
Kamala Harris,Quinnipiac,1738,2024-08-12,Pennsylvania,48,66
Donald Trump,Quinnipiac,1738,2024-08-12,Pennsylvania,45,66
Kamala Harris,Quinnipiac,1738,2024-08-12,Pennsylvania,50,66
Donald Trump,Quinnipiac,1738,2024-08-12,Pennsylvania,47,66
Kamala Harris,Florida Atlantic University/Mainstreet Research,1055,2024-08-11,Florida,46,67
Donald Trump,Florida Atlantic University/Mainstreet Research,1055,2024-08-11,Florida,49,67
Kamala Harris,Florida Atlantic University/Mainstreet Research,1040,2024-08-11,Florida,47,67
Donald Trump,Florida Atlantic University/Mainstreet Research,1040,2024-08-11,Florida,50,67
Kamala Harris,Florida Atlantic University/Mainstreet Research,1055,2024-08-11,Florida,44,67
Donald Trump,Florida Atlantic University/Mainstreet Research,1055,2024-08-11,Florida,47,67
Kamala Harris,Florida Atlantic University/Mainstreet Research,1040,2024-08-11,Florida,45,67
Donald Trump,Florida Atlantic University/Mainstreet Research,1040,2024-08-11,Florida,47,67
Kamala Harris,Bullfinch,500,2024-08-11,Michigan,48,67
Donald Trump,Bullfinch,500,2024-08-11,Michigan,43,67
Kamala Harris,Bullfinch,500,2024-08-11,Michigan,46,67
Donald Trump,Bullfinch,500,2024-08-11,Michigan,40,67
Kamala Harris,Bullfinch,500,2024-08-11,Pennsylvania,49,67
Donald Trump,Bullfinch,500,2024-08-11,Pennsylvania,45,67
Kamala Harris,Bullfinch,500,2024-08-11,Pennsylvania,45,67
Donald Trump,Bullfinch,500,2024-08-11,Pennsylvania,41,67
Kamala Harris,Bullfinch,500,2024-08-11,Wisconsin,51,67
Donald Trump,Bullfinch,500,2024-08-11,Wisconsin,42,67
Kamala Harris,Bullfinch,500,2024-08-11,Wisconsin,49,67
Donald Trump,Bullfinch,500,2024-08-11,Wisconsin,40,67
Kamala Harris,Suffolk,500,2024-08-11,Florida,41.8,67
Donald Trump,Suffolk,500,2024-08-11,Florida,46.8,67
Kamala Harris,Fabrizio/Impact,600,2024-08-11,Michigan,43,67
Donald Trump,Fabrizio/Impact,600,2024-08-11,Michigan,45,67
Kamala Harris,Fabrizio/Impact,600,2024-08-11,Michigan,48,67
Donald Trump,Fabrizio/Impact,600,2024-08-11,Michigan,48,67
Kamala Harris,Siena/NYT,693,2024-08-09,Pennsylvania,49,69
Donald Trump,Siena/NYT,693,2024-08-09,Pennsylvania,46,69
Kamala Harris,Siena/NYT,693,2024-08-09,Pennsylvania,50,69
Donald Trump,Siena/NYT,693,2024-08-09,Pennsylvania,46,69
Kamala Harris,Siena/NYT,693,2024-08-09,Pennsylvania,45,69
Donald Trump,Siena/NYT,693,2024-08-09,Pennsylvania,43,69
Kamala Harris,Siena/NYT,693,2024-08-09,Pennsylvania,46,69
Donald Trump,Siena/NYT,693,2024-08-09,Pennsylvania,44,69
Kamala Harris,InsiderAdvantage,800,2024-08-08,Michigan,49,70
Donald Trump,InsiderAdvantage,800,2024-08-08,Michigan,47,70
Kamala Harris,Trafalgar Group,1078,2024-08-08,Pennsylvania,44.4,70
Donald Trump,Trafalgar Group,1078,2024-08-08,Pennsylvania,45.9,70
Kamala Harris,Trafalgar Group,1092,2024-08-08,Arizona,46.5,70
Donald Trump,Trafalgar Group,1092,2024-08-08,Arizona,47.7,70
Kamala Harris,Trafalgar Group,1087,2024-08-08,Nevada,44.8,70
Donald Trump,Trafalgar Group,1087,2024-08-08,Nevada,48.2,70
Kamala Harris,Trafalgar Group,1082,2024-08-08,North Carolina,45.2,70
Donald Trump,Trafalgar Group,1082,2024-08-08,North Carolina,48.9,70
Kamala Harris,Siena/NYT,619,2024-08-08,Michigan,45,70
Donald Trump,Siena/NYT,619,2024-08-08,Michigan,48,70
Kamala Harris,Siena/NYT,619,2024-08-08,Michigan,50,70
Donald Trump,Siena/NYT,619,2024-08-08,Michigan,46,70
Kamala Harris,Siena/NYT,619,2024-08-08,Michigan,44,70
Donald Trump,Siena/NYT,619,2024-08-08,Michigan,43,70
Kamala Harris,Siena/NYT,619,2024-08-08,Michigan,48,70
Donald Trump,Siena/NYT,619,2024-08-08,Michigan,43,70
Kamala Harris,Siena/NYT,661,2024-08-08,Wisconsin,50,70
Donald Trump,Siena/NYT,661,2024-08-08,Wisconsin,46,70
Kamala Harris,Siena/NYT,661,2024-08-08,Wisconsin,50,70
Donald Trump,Siena/NYT,661,2024-08-08,Wisconsin,46,70
Kamala Harris,Siena/NYT,661,2024-08-08,Wisconsin,49,70
Donald Trump,Siena/NYT,661,2024-08-08,Wisconsin,42,70
Kamala Harris,Siena/NYT,661,2024-08-08,Wisconsin,49,70
Donald Trump,Siena/NYT,661,2024-08-08,Wisconsin,43,70
Kamala Harris,Navigator,600,2024-08-08,Arizona,45,70
Donald Trump,Navigator,600,2024-08-08,Arizona,46,70
Kamala Harris,Navigator,600,2024-08-08,Arizona,46,70
Donald Trump,Navigator,600,2024-08-08,Arizona,49,70
Kamala Harris,Navigator,600,2024-08-08,Michigan,44,70
Donald Trump,Navigator,600,2024-08-08,Michigan,44,70
Kamala Harris,Navigator,600,2024-08-08,Michigan,47,70
Donald Trump,Navigator,600,2024-08-08,Michigan,46,70
Kamala Harris,Navigator,600,2024-08-08,North Carolina,46,70
Donald Trump,Navigator,600,2024-08-08,North Carolina,46,70
Kamala Harris,Navigator,600,2024-08-08,North Carolina,46,70
Donald Trump,Navigator,600,2024-08-08,North Carolina,48,70
Kamala Harris,Navigator,600,2024-08-08,Pennsylvania,44,70
Donald Trump,Navigator,600,2024-08-08,Pennsylvania,46,70
Kamala Harris,Navigator,600,2024-08-08,Pennsylvania,46,70
Donald Trump,Navigator,600,2024-08-08,Pennsylvania,48,70
Kamala Harris,Navigator,600,2024-08-08,Wisconsin,45,70
Donald Trump,Navigator,600,2024-08-08,Wisconsin,45,70
Kamala Harris,Navigator,600,2024-08-08,Wisconsin,48,70
Donald Trump,Navigator,600,2024-08-08,Wisconsin,48,70
Kamala Harris,InsiderAdvantage,800,2024-08-07,Wisconsin,48.3,71
Donald Trump,InsiderAdvantage,800,2024-08-07,Wisconsin,48.6,71
Kamala Harris,Emerson,1000,2024-08-06,Montana,42.5,72
Donald Trump,Emerson,1000,2024-08-06,Montana,57.5,72
Kamala Harris,Emerson,1000,2024-08-06,Montana,39,72
Donald Trump,Emerson,1000,2024-08-06,Montana,53.5,72
Kamala Harris,Cygnal,600,2024-08-05,North Carolina,44.1,73
Donald Trump,Cygnal,600,2024-08-05,North Carolina,47.2,73
Kamala Harris,RMG Research,800,2024-08-05,Wisconsin,48,73
Donald Trump,RMG Research,800,2024-08-05,Wisconsin,45,73
Kamala Harris,Redfield & Wilton Strategies,567,2024-08-03,Arizona,44,75
Donald Trump,Redfield & Wilton Strategies,567,2024-08-03,Arizona,43,75
Kamala Harris,Redfield & Wilton Strategies,976,2024-08-03,Florida,41,75
Donald Trump,Redfield & Wilton Strategies,976,2024-08-03,Florida,47,75
Kamala Harris,Redfield & Wilton Strategies,1128,2024-08-03,Georgia,44,75
Donald Trump,Redfield & Wilton Strategies,1128,2024-08-03,Georgia,46,75
Kamala Harris,Redfield & Wilton Strategies,771,2024-08-03,Michigan,41,75
Donald Trump,Redfield & Wilton Strategies,771,2024-08-03,Michigan,42,75
Kamala Harris,Redfield & Wilton Strategies,538,2024-08-03,Minnesota,46,75
Donald Trump,Redfield & Wilton Strategies,538,2024-08-03,Minnesota,41,75
Kamala Harris,Redfield & Wilton Strategies,470,2024-08-03,Nevada,40,75
Donald Trump,Redfield & Wilton Strategies,470,2024-08-03,Nevada,40,75
Kamala Harris,Redfield & Wilton Strategies,493,2024-08-03,New Mexico,44,75
Donald Trump,Redfield & Wilton Strategies,493,2024-08-03,New Mexico,37,75
Kamala Harris,Redfield & Wilton Strategies,714,2024-08-03,North Carolina,41,75
Donald Trump,Redfield & Wilton Strategies,714,2024-08-03,North Carolina,44,75
Kamala Harris,Redfield & Wilton Strategies,743,2024-08-03,Pennsylvania,44,75
Donald Trump,Redfield & Wilton Strategies,743,2024-08-03,Pennsylvania,46,75
Kamala Harris,Redfield & Wilton Strategies,597,2024-08-03,Wisconsin,43,75
Donald Trump,Redfield & Wilton Strategies,597,2024-08-03,Wisconsin,43,75
Kamala Harris,Benenson Strategy Group/GS Strategy Group,435,2024-08-02,Arizona,46,76
Donald Trump,Benenson Strategy Group/GS Strategy Group,435,2024-08-02,Arizona,42,76
Kamala Harris,Benenson Strategy Group/GS Strategy Group,435,2024-08-02,Arizona,48,76
Donald Trump,Benenson Strategy Group/GS Strategy Group,435,2024-08-02,Arizona,46,76
Kamala Harris,Benenson Strategy Group/GS Strategy Group,405,2024-08-02,Georgia,46,76
Donald Trump,Benenson Strategy Group/GS Strategy Group,405,2024-08-02,Georgia,46,76
Kamala Harris,Benenson Strategy Group/GS Strategy Group,405,2024-08-02,Georgia,48,76
Donald Trump,Benenson Strategy Group/GS Strategy Group,405,2024-08-02,Georgia,48,76
Kamala Harris,Benenson Strategy Group/GS Strategy Group,406,2024-08-02,Michigan,46,76
Donald Trump,Benenson Strategy Group/GS Strategy Group,406,2024-08-02,Michigan,44,76
Kamala Harris,Benenson Strategy Group/GS Strategy Group,406,2024-08-02,Michigan,49,76
Donald Trump,Benenson Strategy Group/GS Strategy Group,406,2024-08-02,Michigan,46,76
Kamala Harris,Benenson Strategy Group/GS Strategy Group,403,2024-08-02,Nevada,42,76
Donald Trump,Benenson Strategy Group/GS Strategy Group,403,2024-08-02,Nevada,47,76
Kamala Harris,Benenson Strategy Group/GS Strategy Group,403,2024-08-02,Nevada,45,76
Donald Trump,Benenson Strategy Group/GS Strategy Group,403,2024-08-02,Nevada,48,76
Kamala Harris,Benenson Strategy Group/GS Strategy Group,403,2024-08-02,North Carolina,46,76
Donald Trump,Benenson Strategy Group/GS Strategy Group,403,2024-08-02,North Carolina,44,76
Kamala Harris,Benenson Strategy Group/GS Strategy Group,403,2024-08-02,North Carolina,48,76
Donald Trump,Benenson Strategy Group/GS Strategy Group,403,2024-08-02,North Carolina,47,76
Kamala Harris,Benenson Strategy Group/GS Strategy Group,411,2024-08-02,Pennsylvania,48,76
Donald Trump,Benenson Strategy Group/GS Strategy Group,411,2024-08-02,Pennsylvania,43,76
Kamala Harris,Benenson Strategy Group/GS Strategy Group,411,2024-08-02,Pennsylvania,49,76
Donald Trump,Benenson Strategy Group/GS Strategy Group,411,2024-08-02,Pennsylvania,48,76
Kamala Harris,Benenson Strategy Group/GS Strategy Group,404,2024-08-02,Wisconsin,48,76
Donald Trump,Benenson Strategy Group/GS Strategy Group,404,2024-08-02,Wisconsin,43,76
Kamala Harris,Benenson Strategy Group/GS Strategy Group,404,2024-08-02,Wisconsin,49,76
Donald Trump,Benenson Strategy Group/GS Strategy Group,404,2024-08-02,Wisconsin,46,76
Kamala Harris,Siena,1199,2024-08-01,New York,53,77
Donald Trump,Siena,1199,2024-08-01,New York,39,77
Kamala Harris,Siena,1199,2024-08-01,New York,49,77
Donald Trump,Siena,1199,2024-08-01,New York,37,77
Kamala Harris,Marquette Law School,877,2024-08-01,Wisconsin,49,77
Donald Trump,Marquette Law School,877,2024-08-01,Wisconsin,50,77
Kamala Harris,Marquette Law School,801,2024-08-01,Wisconsin,50,77
Donald Trump,Marquette Law School,801,2024-08-01,Wisconsin,49,77
Kamala Harris,Marquette Law School,877,2024-08-01,Wisconsin,45,77
Donald Trump,Marquette Law School,877,2024-08-01,Wisconsin,43,77
Kamala Harris,Marquette Law School,801,2024-08-01,Wisconsin,46,77
Donald Trump,Marquette Law School,801,2024-08-01,Wisconsin,45,77
Kamala Harris,Fabrizio/Impact,600,2024-07-31,Georgia,44,78
Donald Trump,Fabrizio/Impact,600,2024-07-31,Georgia,46,78
Kamala Harris,Fabrizio/Impact,600,2024-07-31,Georgia,48,78
Donald Trump,Fabrizio/Impact,600,2024-07-31,Georgia,48,78
Kamala Harris,PPP,618,2024-07-30,Arizona,47,79
Donald Trump,PPP,618,2024-07-30,Arizona,49,79
Kamala Harris,PPP,627,2024-07-30,Pennsylvania,47,79
Donald Trump,PPP,627,2024-07-30,Pennsylvania,48,79
Kamala Harris,PPP,662,2024-07-30,Georgia,48,79
Donald Trump,PPP,662,2024-07-30,Georgia,47,79
Kamala Harris,Public Opinion Strategies,400,2024-07-29,Arizona,43,80
Donald Trump,Public Opinion Strategies,400,2024-07-29,Arizona,48,80
Kamala Harris,Public Opinion Strategies,400,2024-07-29,Michigan,45,80
Donald Trump,Public Opinion Strategies,400,2024-07-29,Michigan,45,80
Kamala Harris,Public Opinion Strategies,400,2024-07-29,Nevada,45,80
Donald Trump,Public Opinion Strategies,400,2024-07-29,Nevada,46,80
Kamala Harris,Public Opinion Strategies,400,2024-07-29,Pennsylvania,48,80
Donald Trump,Public Opinion Strategies,400,2024-07-29,Pennsylvania,45,80
Kamala Harris,Public Opinion Strategies,400,2024-07-29,Wisconsin,48,80
Donald Trump,Public Opinion Strategies,400,2024-07-29,Wisconsin,46,80
Kamala Harris,Quantus Polls and News,500,2024-07-28,Pennsylvania,46.4,81
Donald Trump,Quantus Polls and News,500,2024-07-28,Pennsylvania,47.6,81
Kamala Harris,Emerson,1000,2024-07-28,New Hampshire,52.4,81
Donald Trump,Emerson,1000,2024-07-28,New Hampshire,47.6,81
Kamala Harris,Emerson,1000,2024-07-28,New Hampshire,47.7,81
Donald Trump,Emerson,1000,2024-07-28,New Hampshire,41.4,81
Kamala Harris,Morning Consult,804,2024-07-28,Arizona,48,81
Donald Trump,Morning Consult,804,2024-07-28,Arizona,44,81
Kamala Harris,Morning Consult,804,2024-07-28,Arizona,49,81
Donald Trump,Morning Consult,804,2024-07-28,Arizona,47,81
Kamala Harris,Morning Consult,799,2024-07-28,Georgia,45,81
Donald Trump,Morning Consult,799,2024-07-28,Georgia,45,81
Kamala Harris,Morning Consult,799,2024-07-28,Georgia,47,81
Donald Trump,Morning Consult,799,2024-07-28,Georgia,47,81
Kamala Harris,Morning Consult,706,2024-07-28,Michigan,51,81
Donald Trump,Morning Consult,706,2024-07-28,Michigan,39,81
Kamala Harris,Morning Consult,706,2024-07-28,Michigan,53,81
Donald Trump,Morning Consult,706,2024-07-28,Michigan,42,81
Kamala Harris,Morning Consult,454,2024-07-28,Nevada,43,81
Donald Trump,Morning Consult,454,2024-07-28,Nevada,43,81
Kamala Harris,Morning Consult,454,2024-07-28,Nevada,47,81
Donald Trump,Morning Consult,454,2024-07-28,Nevada,45,81
Kamala Harris,Morning Consult,706,2024-07-28,North Carolina,44,81
Donald Trump,Morning Consult,706,2024-07-28,North Carolina,45,81
Kamala Harris,Morning Consult,706,2024-07-28,North Carolina,46,81
Donald Trump,Morning Consult,706,2024-07-28,North Carolina,48,81
Kamala Harris,Morning Consult,804,2024-07-28,Pennsylvania,44,81
Donald Trump,Morning Consult,804,2024-07-28,Pennsylvania,46,81
Kamala Harris,Morning Consult,804,2024-07-28,Pennsylvania,46,81
Donald Trump,Morning Consult,804,2024-07-28,Pennsylvania,50,81
Kamala Harris,Morning Consult,700,2024-07-28,Wisconsin,44,81
Donald Trump,Morning Consult,700,2024-07-28,Wisconsin,45,81
Kamala Harris,Morning Consult,700,2024-07-28,Wisconsin,49,81
Donald Trump,Morning Consult,700,2024-07-28,Wisconsin,47,81
Kamala Harris,Fabrizio/Impact,600,2024-07-28,Ohio,39,81
Donald Trump,Fabrizio/Impact,600,2024-07-28,Ohio,48,81
Kamala Harris,Fabrizio/Impact,600,2024-07-28,Ohio,42,81
Donald Trump,Fabrizio/Impact,600,2024-07-28,Ohio,52,81
Kamala Harris,Capitol Weekly,1904,2024-07-27,California,59,82
Donald Trump,Capitol Weekly,1904,2024-07-27,California,35,82
Kamala Harris,SoCal Research,500,2024-07-26,Michigan,46,83
Donald Trump,SoCal Research,500,2024-07-26,Michigan,49,83
Kamala Harris,SoCal Research,505,2024-07-26,Georgia,46.4,83
Donald Trump,SoCal Research,505,2024-07-26,Georgia,49.9,83
Kamala Harris,St. Anselm,2083,2024-07-25,New Hampshire,50,84
Donald Trump,St. Anselm,2083,2024-07-25,New Hampshire,44,84
Kamala Harris,PPP,581,2024-07-25,Washington,52,84
Donald Trump,PPP,581,2024-07-25,Washington,38,84
Kamala Harris,U. New Hampshire,1445,2024-07-25,Maine,48,84
Donald Trump,U. New Hampshire,1445,2024-07-25,Maine,40,84
Kamala Harris,U. New Hampshire,1445,2024-07-25,Maine,54,84
Donald Trump,U. New Hampshire,1445,2024-07-25,Maine,45,84
Kamala Harris,U. New Hampshire,2875,2024-07-25,New Hampshire,49,84
Donald Trump,U. New Hampshire,2875,2024-07-25,New Hampshire,43,84
Kamala Harris,U. New Hampshire,2875,2024-07-25,New Hampshire,53,84
Donald Trump,U. New Hampshire,2875,2024-07-25,New Hampshire,46,84
Kamala Harris,Bullfinch,800,2024-07-25,Pennsylvania,48,84
Donald Trump,Bullfinch,800,2024-07-25,Pennsylvania,47,84
Kamala Harris,Bullfinch,800,2024-07-25,Pennsylvania,44,84
Donald Trump,Bullfinch,800,2024-07-25,Pennsylvania,44,84
Kamala Harris,SurveyUSA,656,2024-07-25,Minnesota,50,84
Donald Trump,SurveyUSA,656,2024-07-25,Minnesota,40,84
Kamala Harris,U. New Hampshire,732,2024-07-25,Maine,56,84
Donald Trump,U. New Hampshire,732,2024-07-25,Maine,36,84
Kamala Harris,U. New Hampshire,732,2024-07-25,Maine,60,84
Donald Trump,U. New Hampshire,732,2024-07-25,Maine,39,84
Kamala Harris,U. New Hampshire,701,2024-07-25,Maine,40,84
Donald Trump,U. New Hampshire,701,2024-07-25,Maine,44,84
Kamala Harris,U. New Hampshire,701,2024-07-25,Maine,49,84
Donald Trump,U. New Hampshire,701,2024-07-25,Maine,51,84
Kamala Harris,Redfield & Wilton Strategies,435,2024-07-24,Nevada,43,85
Donald Trump,Redfield & Wilton Strategies,435,2024-07-24,Nevada,45,85
Kamala Harris,Redfield & Wilton Strategies,851,2024-07-24,Pennsylvania,42,85
Donald Trump,Redfield & Wilton Strategies,851,2024-07-24,Pennsylvania,46,85
Kamala Harris,Redfield & Wilton Strategies,586,2024-07-24,North Carolina,43,85
Donald Trump,Redfield & Wilton Strategies,586,2024-07-24,North Carolina,46,85
Kamala Harris,Redfield & Wilton Strategies,510,2024-07-24,Arizona,43,85
Donald Trump,Redfield & Wilton Strategies,510,2024-07-24,Arizona,46,85
Kamala Harris,Redfield & Wilton Strategies,572,2024-07-24,Florida,39,85
Donald Trump,Redfield & Wilton Strategies,572,2024-07-24,Florida,47,85
Kamala Harris,Redfield & Wilton Strategies,1180,2024-07-24,Georgia,42,85
Donald Trump,Redfield & Wilton Strategies,1180,2024-07-24,Georgia,47,85
Kamala Harris,Redfield & Wilton Strategies,512,2024-07-24,Michigan,41,85
Donald Trump,Redfield & Wilton Strategies,512,2024-07-24,Michigan,44,85
Kamala Harris,Redfield & Wilton Strategies,475,2024-07-24,Minnesota,44,85
Donald Trump,Redfield & Wilton Strategies,475,2024-07-24,Minnesota,41,85
Kamala Harris,Redfield & Wilton Strategies,523,2024-07-24,Wisconsin,44,85
Donald Trump,Redfield & Wilton Strategies,523,2024-07-24,Wisconsin,44,85
Kamala Harris,Glengariff Group Inc.,600,2024-07-24,Michigan,41.6,85
Donald Trump,Glengariff Group Inc.,600,2024-07-24,Michigan,41.3,85
Donald Trump,Glengariff Group Inc.,600,2024-07-24,Michigan,42.8,85
Donald Trump,Glengariff Group Inc.,600,2024-07-24,Michigan,40.3,85
Kamala Harris,Beacon/Shaw,1046,2024-07-24,Wisconsin,46,85
Donald Trump,Beacon/Shaw,1046,2024-07-24,Wisconsin,46,85
Kamala Harris,Beacon/Shaw,1046,2024-07-24,Wisconsin,49,85
Donald Trump,Beacon/Shaw,1046,2024-07-24,Wisconsin,50,85
Donald Trump,Beacon/Shaw,1046,2024-07-24,Wisconsin,50,85
Donald Trump,Beacon/Shaw,1046,2024-07-24,Wisconsin,49,85
Kamala Harris,Beacon/Shaw,1034,2024-07-24,Pennsylvania,45,85
Donald Trump,Beacon/Shaw,1034,2024-07-24,Pennsylvania,43,85
Kamala Harris,Beacon/Shaw,1034,2024-07-24,Pennsylvania,49,85
Donald Trump,Beacon/Shaw,1034,2024-07-24,Pennsylvania,49,85
Donald Trump,Beacon/Shaw,1034,2024-07-24,Pennsylvania,49,85
Donald Trump,Beacon/Shaw,1034,2024-07-24,Pennsylvania,44,85
Kamala Harris,Beacon/Shaw,1071,2024-07-24,Minnesota,47,85
Donald Trump,Beacon/Shaw,1071,2024-07-24,Minnesota,41,85
Kamala Harris,Beacon/Shaw,1071,2024-07-24,Minnesota,52,85
Donald Trump,Beacon/Shaw,1071,2024-07-24,Minnesota,46,85
Donald Trump,Beacon/Shaw,1071,2024-07-24,Minnesota,46,85
Donald Trump,Beacon/Shaw,1071,2024-07-24,Minnesota,45,85
Kamala Harris,Beacon/Shaw,1012,2024-07-24,Michigan,43,85
Donald Trump,Beacon/Shaw,1012,2024-07-24,Michigan,45,85
Kamala Harris,Beacon/Shaw,1012,2024-07-24,Michigan,49,85
Donald Trump,Beacon/Shaw,1012,2024-07-24,Michigan,49,85
Donald Trump,Beacon/Shaw,1012,2024-07-24,Michigan,46,85
Donald Trump,Beacon/Shaw,1012,2024-07-24,Michigan,48,85
Donald Trump,Targoz Market Research,1200,2024-07-24,Florida,47,85
Donald Trump,Targoz Market Research,988,2024-07-24,Florida,46,85
Kamala Harris,Targoz Market Research,1200,2024-07-24,Florida,39,85
Donald Trump,Targoz Market Research,1200,2024-07-24,Florida,46,85
Kamala Harris,Targoz Market Research,988,2024-07-24,Florida,42,85
Donald Trump,Targoz Market Research,988,2024-07-24,Florida,47,85
Kamala Harris,Emerson,800,2024-07-23,Arizona,47.4,86
Donald Trump,Emerson,800,2024-07-23,Arizona,52.6,86
Kamala Harris,Emerson,800,2024-07-23,Arizona,39.8,86
Donald Trump,Emerson,800,2024-07-23,Arizona,47.5,86
Kamala Harris,Emerson,800,2024-07-23,Georgia,48.9,86
Donald Trump,Emerson,800,2024-07-23,Georgia,51.1,86
Kamala Harris,Emerson,800,2024-07-23,Georgia,43.3,86
Donald Trump,Emerson,800,2024-07-23,Georgia,45.9,86
Kamala Harris,Emerson,800,2024-07-23,Michigan,49.1,86
Donald Trump,Emerson,800,2024-07-23,Michigan,50.9,86
Kamala Harris,Emerson,800,2024-07-23,Michigan,43.8,86
Donald Trump,Emerson,800,2024-07-23,Michigan,44.1,86
Kamala Harris,Emerson,845,2024-07-23,Wisconsin,50.6,86
Donald Trump,Emerson,845,2024-07-23,Wisconsin,49.4,86
Kamala Harris,Emerson,845,2024-07-23,Wisconsin,45.4,86
Donald Trump,Emerson,845,2024-07-23,Wisconsin,44.9,86
Kamala Harris,Emerson,850,2024-07-23,Pennsylvania,48.9,86
Donald Trump,Emerson,850,2024-07-23,Pennsylvania,51.1,86
Kamala Harris,Emerson,850,2024-07-23,Pennsylvania,44.3,86
Donald Trump,Emerson,850,2024-07-23,Pennsylvania,46.1,86
Donald Trump,Capitol Weekly,2121,2024-07-22,California,35,87
Kamala Harris,Capitol Weekly,2121,2024-07-22,California,54,87
Donald Trump,Capitol Weekly,2121,2024-07-22,California,35,87
Donald Trump,SoCal Research,500,2024-07-21,Pennsylvania,50,88
Kamala Harris,SoCal Research,500,2024-07-21,Pennsylvania,46,88
Donald Trump,SoCal Research,500,2024-07-21,Pennsylvania,50,88
